          ;       17702;   ;Filtro    ;Inicio                                  ;04112015      ;154232;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
          ;       17702;   ;Filtro    ;tbk_param.txt                           ;04112015      ;154232;190.161.165.97 ;OK ;                    ;Archivo parseado                                                        
          ;       17702;   ;Filtro    ;Terminado                               ;04112015      ;154232;190.161.165.97 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       17702;   ;sanitiza  ;inicio                                  ;04112015      ;154232;190.161.165.97 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       17702;   ;sanitiza  ;Array                                   ;04112015      ;154232;190.161.165.97 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       17702;   ;sanitiza  ;Fin                                     ;04112015      ;154232;190.161.165.97 ;Ok ;                    ;Sanitizacion exitosa                                                    
6662552064;       17702;   ;pago      ;inicio                                  ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;Parseo realizado                                                        
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;Mac generado                                                            
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;Datos listos para ser enviados                                          
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154232;190.161.165.97 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154233;190.161.165.97 ;OK ;597026007976        ;Datos validados                                                         
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154233;190.161.165.97 ;OK ;597026007976        ;Token=ecf4d329876fff43c1fdf42d9bfdf78e0ba75ae932f2375b2cda8751de545e47  
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154233;190.161.165.97 ;OK ;597026007976        ;Redireccion web                                                         
6662552064;       17702;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154233;190.161.165.97 ;OK ;597026007976        ;Todo OK                                                                 
          ;       17826;   ;Filtro    ;Inicio                                  ;04112015      ;154623;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
          ;       17826;   ;Filtro    ;tbk_param.txt                           ;04112015      ;154623;190.161.165.97 ;OK ;                    ;Archivo parseado                                                        
          ;       17826;   ;Filtro    ;Terminado                               ;04112015      ;154623;190.161.165.97 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       17826;   ;sanitiza  ;inicio                                  ;04112015      ;154623;190.161.165.97 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       17826;   ;sanitiza  ;Array                                   ;04112015      ;154623;190.161.165.97 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       17826;   ;sanitiza  ;Fin                                     ;04112015      ;154623;190.161.165.97 ;Ok ;                    ;Sanitizacion exitosa                                                    
6662783838;       17826;   ;pago      ;inicio                                  ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;Parseo realizado                                                        
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;Mac generado                                                            
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;Datos listos para ser enviados                                          
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154623;190.161.165.97 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154625;190.161.165.97 ;OK ;597026007976        ;Datos validados                                                         
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154625;190.161.165.97 ;OK ;597026007976        ;Token=ec40778c15fcb6f239f522e5464bee180e89663f06dd0fa28af418ae08a3bd90  
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154625;190.161.165.97 ;OK ;597026007976        ;Redireccion web                                                         
6662783838;       17826;   ;pago      ;https://certificacion.webpay.cl         ;04112015      ;154625;190.161.165.97 ;OK ;597026007976        ;Todo OK                                                                 
          ;       19276;   ;Filtro    ;Inicio                                  ;04112015      ;162954;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
