          ;       11951;   ;Filtro    ;Inicio                                  ;29012014      ;152847;190.46.100.251 ;OK ;                    ;Inicio de filtrado                                                      
          ;       11951;   ;Filtro    ;tbk_param.txt                           ;29012014      ;152847;190.46.100.251 ;OK ;                    ;Archivo parseado                                                        
          ;       11951;   ;Filtro    ;Terminado                               ;29012014      ;152847;190.46.100.251 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       11951;   ;sanitiza  ;inicio                                  ;29012014      ;152847;190.46.100.251 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       11951;   ;sanitiza  ;Array                                   ;29012014      ;152847;190.46.100.251 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       11951;   ;sanitiza  ;Fin                                     ;29012014      ;152847;190.46.100.251 ;Ok ;                    ;Sanitizacion exitosa                                                    
1020127932;       11951;   ;pago      ;inicio                                  ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;Parseo realizado                                                        
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;Mac generado                                                            
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;Datos listos para ser enviados                                          
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152847;190.46.100.251 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152856;190.46.100.251 ;OK ;597026007976        ;Datos validados                                                         
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152856;190.46.100.251 ;OK ;597026007976        ;Token=eabd5d32406db39943fbfc75c9f89ff2937191f4685951299521876a9635eccc  
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152856;190.46.100.251 ;OK ;597026007976        ;Redireccion web                                                         
1020127932;       11951;   ;pago      ;https://certificacion.webpay.cl         ;29012014      ;152856;190.46.100.251 ;OK ;597026007976        ;Todo OK                                                                 
          ;       12068;   ;resultado ;Desencriptando                          ;29012014      ;152922;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       12068;   ;resultado ;Validacion                              ;29012014      ;152922;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       12068;   ;resultado ;100000065                               ;29012014      ;152922;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       12068;   ;resultado ;100000065                               ;29012014      ;152922;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
1020127932;       12068;   ;transacc  ;1020127932                              ;29012014      ;152922;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
1020127932;       12068;   ;resultado ;logro abrir_conexion                    ;29012014      ;152922;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
1020127932;       12068;   ;transacc  ;1020127932                              ;29012014      ;152922;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
1020127932;       12068;   ;transacc  ;1020127932                              ;29012014      ;152922;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       12073;   ;check_mac ;                                        ;29012014      ;152923;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
1020127932;       12068;   ;transacc  ;1020127932                              ;29012014      ;152923;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
1020127932;       12068;   ;resultado ;100000065                               ;29012014      ;152923;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
1020127932;       12068;   ;resultado ;100000065                               ;29012014      ;152923;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
1020127932;       12068;   ;resultado ;100000065                               ;29012014      ;152923;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
