          ;       11072;   ;Filtro    ;Inicio                                  ;02112015      ;135835;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
          ;       11072;   ;Filtro    ;tbk_param.txt                           ;02112015      ;135835;190.161.165.97 ;OK ;                    ;Archivo parseado                                                        
          ;       11072;   ;Filtro    ;Terminado                               ;02112015      ;135835;190.161.165.97 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       11072;   ;sanitiza  ;inicio                                  ;02112015      ;135835;190.161.165.97 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       11072;   ;sanitiza  ;Array                                   ;02112015      ;135835;190.161.165.97 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       11072;   ;sanitiza  ;Fin                                     ;02112015      ;135835;190.161.165.97 ;Ok ;                    ;Sanitizacion exitosa                                                    
6483515369;       11072;   ;pago      ;inicio                                  ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;Parseo realizado                                                        
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;Mac generado                                                            
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;Datos listos para ser enviados                                          
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135835;190.161.165.97 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135837;190.161.165.97 ;OK ;597026007976        ;Datos validados                                                         
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135837;190.161.165.97 ;OK ;597026007976        ;Token=ebb2f9557462afa01e7e6626352faef68c5549ed7fd041db8e46a5ae68b921fc  
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135837;190.161.165.97 ;OK ;597026007976        ;Redireccion web                                                         
6483515369;       11072;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;135837;190.161.165.97 ;OK ;597026007976        ;Todo OK                                                                 
          ;       11088;   ;Filtro    ;Inicio                                  ;02112015      ;140326;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
          ;       11088;   ;Filtro    ;tbk_param.txt                           ;02112015      ;140326;190.161.165.97 ;OK ;                    ;Archivo parseado                                                        
          ;       11088;   ;Filtro    ;Terminado                               ;02112015      ;140326;190.161.165.97 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       11088;   ;sanitiza  ;inicio                                  ;02112015      ;140326;190.161.165.97 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       11088;   ;sanitiza  ;Array                                   ;02112015      ;140326;190.161.165.97 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       11088;   ;sanitiza  ;Fin                                     ;02112015      ;140326;190.161.165.97 ;Ok ;                    ;Sanitizacion exitosa                                                    
6483806492;       11088;   ;pago      ;inicio                                  ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;Parseo realizado                                                        
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;Mac generado                                                            
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;Datos listos para ser enviados                                          
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140326;190.161.165.97 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140328;190.161.165.97 ;OK ;597026007976        ;Datos validados                                                         
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140328;190.161.165.97 ;OK ;597026007976        ;Token=e1f255ee4676863cebc4efebc7017150d29b7153495f34e198cf8fab47127730  
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140328;190.161.165.97 ;OK ;597026007976        ;Redireccion web                                                         
6483806492;       11088;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140328;190.161.165.97 ;OK ;597026007976        ;Todo OK                                                                 
          ;       11095;   ;Filtro    ;Inicio                                  ;02112015      ;140647;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
          ;       11095;   ;Filtro    ;tbk_param.txt                           ;02112015      ;140647;190.161.165.97 ;OK ;                    ;Archivo parseado                                                        
          ;       11095;   ;Filtro    ;Terminado                               ;02112015      ;140647;190.161.165.97 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       11095;   ;sanitiza  ;inicio                                  ;02112015      ;140647;190.161.165.97 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       11095;   ;sanitiza  ;Array                                   ;02112015      ;140647;190.161.165.97 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       11095;   ;sanitiza  ;Fin                                     ;02112015      ;140647;190.161.165.97 ;Ok ;                    ;Sanitizacion exitosa                                                    
6484007424;       11095;   ;pago      ;inicio                                  ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;Parseo realizado                                                        
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;Mac generado                                                            
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;Datos listos para ser enviados                                          
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140647;190.161.165.97 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140648;190.161.165.97 ;OK ;597026007976        ;Datos validados                                                         
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140648;190.161.165.97 ;OK ;597026007976        ;Token=ea7f85baebf739db4fc59bd5e17d99bc31b9bdcce9d457777b8b4ca6843cadc0  
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140648;190.161.165.97 ;OK ;597026007976        ;Redireccion web                                                         
6484007424;       11095;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;140648;190.161.165.97 ;OK ;597026007976        ;Todo OK                                                                 
          ;       11649;   ;Filtro    ;Inicio                                  ;02112015      ;151416;190.161.165.97 ;OK ;                    ;Inicio de filtrado                                                      
          ;       11649;   ;Filtro    ;tbk_param.txt                           ;02112015      ;151416;190.161.165.97 ;OK ;                    ;Archivo parseado                                                        
          ;       11649;   ;Filtro    ;Terminado                               ;02112015      ;151416;190.161.165.97 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       11649;   ;sanitiza  ;inicio                                  ;02112015      ;151416;190.161.165.97 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       11649;   ;sanitiza  ;Array                                   ;02112015      ;151416;190.161.165.97 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       11649;   ;sanitiza  ;Fin                                     ;02112015      ;151416;190.161.165.97 ;Ok ;                    ;Sanitizacion exitosa                                                    
6488056283;       11649;   ;pago      ;inicio                                  ;02112015      ;151416;190.161.165.97 ;OK ;597026007976        ;Parseo realizado                                                        
6488056283;       11649;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;151416;190.161.165.97 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
6488056283;       11649;   ;pago      ;https://certificacion.webpay.cl         ;02112015      ;151416;190.161.165.97 ;OK ;597026007976        ;Mac generado                                                            
