          ;       22438;   ;Filtro    ;Inicio                                  ;31102013      ;160111;190.20.251.203 ;OK ;                    ;Inicio de filtrado                                                      
          ;       22438;   ;Filtro    ;tbk_param.txt                           ;31102013      ;160112;190.20.251.203 ;OK ;                    ;Archivo parseado                                                        
          ;       22438;   ;Filtro    ;Terminado                               ;31102013      ;160112;190.20.251.203 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       22438;   ;sanitiza  ;inicio                                  ;31102013      ;160112;190.20.251.203 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       22438;   ;sanitiza  ;Array                                   ;31102013      ;160112;190.20.251.203 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       22438;   ;sanitiza  ;Fin                                     ;31102013      ;160112;190.20.251.203 ;Ok ;                    ;Sanitizacion exitosa                                                    
3246072016;       22438;   ;pago      ;inicio                                  ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;Parseo realizado                                                        
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;Mac generado                                                            
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;Datos listos para ser enviados                                          
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160112;190.20.251.203 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160115;190.20.251.203 ;OK ;597026007976        ;Datos validados                                                         
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160115;190.20.251.203 ;OK ;597026007976        ;Token=e9b0f418ca3907d99a60d1b8c9b9f8dcd877e16065b9cf6138fb2338adb7ca78  
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160115;190.20.251.203 ;OK ;597026007976        ;Redireccion web                                                         
3246072016;       22438;   ;pago      ;https://certificacion.webpay.cl         ;31102013      ;160115;190.20.251.203 ;OK ;597026007976        ;Todo OK                                                                 
