          ;       27948;   ;Filtro    ;Inicio                                  ;22012014      ;004457;190.47.161.189 ;OK ;                    ;Inicio de filtrado                                                      
          ;       27948;   ;Filtro    ;tbk_param.txt                           ;22012014      ;004457;190.47.161.189 ;OK ;                    ;Archivo parseado                                                        
          ;       27948;   ;Filtro    ;Terminado                               ;22012014      ;004457;190.47.161.189 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       27948;   ;sanitiza  ;inicio                                  ;22012014      ;004457;190.47.161.189 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       27948;   ;sanitiza  ;Array                                   ;22012014      ;004457;190.47.161.189 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       27948;   ;sanitiza  ;Fin                                     ;22012014      ;004457;190.47.161.189 ;Ok ;                    ;Sanitizacion exitosa                                                    
0362297664;       27948;   ;pago      ;inicio                                  ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;Parseo realizado                                                        
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;Mac generado                                                            
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;Datos listos para ser enviados                                          
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004457;190.47.161.189 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004500;190.47.161.189 ;OK ;597026007976        ;Datos validados                                                         
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004500;190.47.161.189 ;OK ;597026007976        ;Token=e5c522dbe40b6f96988077fc4445d0f961b825b5a786e8b521e3a63776f8ce35  
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004500;190.47.161.189 ;OK ;597026007976        ;Redireccion web                                                         
0362297664;       27948;   ;pago      ;https://certificacion.webpay.cl         ;22012014      ;004500;190.47.161.189 ;OK ;597026007976        ;Todo OK                                                                 
          ;       27949;   ;resultado ;Desencriptando                          ;22012014      ;004516;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       27949;   ;resultado ;Validacion                              ;22012014      ;004516;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       27949;   ;resultado ;100000052                               ;22012014      ;004516;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       27949;   ;resultado ;100000052                               ;22012014      ;004516;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
362297664 ;       27949;   ;transacc  ;362297664                               ;22012014      ;004516;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
362297664 ;       27949;   ;resultado ;logro abrir_conexion                    ;22012014      ;004516;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
362297664 ;       27949;   ;transacc  ;362297664                               ;22012014      ;004516;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
362297664 ;       27949;   ;transacc  ;362297664                               ;22012014      ;004516;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       27952;   ;check_mac ;                                        ;22012014      ;004516;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
362297664 ;       27949;   ;transacc  ;362297664                               ;22012014      ;004517;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
362297664 ;       27949;   ;resultado ;100000052                               ;22012014      ;004517;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
362297664 ;       27949;   ;resultado ;100000052                               ;22012014      ;004517;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
362297664 ;       27949;   ;resultado ;100000052                               ;22012014      ;004517;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
