          ;       14284;   ;Filtro    ;Inicio                                  ;23012014      ;204830;190.47.161.189 ;OK ;                    ;Inicio de filtrado                                                      
          ;       14284;   ;Filtro    ;tbk_param.txt                           ;23012014      ;204830;190.47.161.189 ;OK ;                    ;Archivo parseado                                                        
          ;       14284;   ;Filtro    ;Terminado                               ;23012014      ;204830;190.47.161.189 ;OK ;                    ;Datos Filtrados con exito                                               
          ;       14284;   ;sanitiza  ;inicio                                  ;23012014      ;204830;190.47.161.189 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;       14284;   ;sanitiza  ;Array                                   ;23012014      ;204830;190.47.161.189 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;       14284;   ;sanitiza  ;Fin                                     ;23012014      ;204830;190.47.161.189 ;Ok ;                    ;Sanitizacion exitosa                                                    
0520910273;       14284;   ;pago      ;inicio                                  ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;Parseo realizado                                                        
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;Mac generado                                                            
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;Datos listos para ser enviados                                          
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204830;190.47.161.189 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204833;190.47.161.189 ;OK ;597026007976        ;Datos validados                                                         
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204833;190.47.161.189 ;OK ;597026007976        ;Token=e1200caa080778bdac01e6fe00407e381a3367c7cd6b386147ec4c459be8285d  
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204833;190.47.161.189 ;OK ;597026007976        ;Redireccion web                                                         
0520910273;       14284;   ;pago      ;https://certificacion.webpay.cl         ;23012014      ;204833;190.47.161.189 ;OK ;597026007976        ;Todo OK                                                                 
          ;       14297;   ;resultado ;Desencriptando                          ;23012014      ;204900;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       14297;   ;resultado ;Validacion                              ;23012014      ;204900;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       14297;   ;resultado ;100000053                               ;23012014      ;204900;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       14297;   ;resultado ;100000053                               ;23012014      ;204900;200.10.12.55   ;OK ;                    ;http://webpaynew.magento.cl/wakeup/cierre.php                           
520910273 ;       14297;   ;transacc  ;520910273                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
520910273 ;       14297;   ;resultado ;logro abrir_conexion                    ;23012014      ;204900;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
520910273 ;       14297;   ;transacc  ;520910273                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;POST a url http://webpaynew.magento.cl/wakeup/cierre.php                
520910273 ;       14297;   ;transacc  ;520910273                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;       14301;   ;check_mac ;                                        ;23012014      ;204900;72.10.32.53    ;OK ;                    ;Todo OK                                                                 
520910273 ;       14297;   ;transacc  ;520910273                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
520910273 ;       14297;   ;resultado ;100000053                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
520910273 ;       14297;   ;resultado ;100000053                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
520910273 ;       14297;   ;resultado ;100000053                               ;23012014      ;204900;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
