store,websites,attribute_set,type,category_ids,url,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,color,status,visibility,tax_class_id,format,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,materials
tienda_de_te,base,Tea,simple,3,,1265,0,Spicy Muse: Bolsa 50 grs.,,,,,,spicy-muse-te-verde,spicy-muse-te-verde.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,3700,,"0,05",,,Enabled,"Catalog, Search",Taxable Goods,,"Explosiva y deliciosa mezcla de te verde y especias, que contiene variados ingredientes, como la canela, un clasico acompañante del te a la hora de once. Su sabor frutal y vibrante cautiva los sentidos y traslada hacia tierras lejanas, donde los te picantes y aromaticos son los predilectos, tan antiguos como los cimientos de las civilizaciones orientales.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Spicy Muse: Bolsa 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1414,0,Blooming Tea: Frasco 10 Unidades,,,,,,blooming-tea-frasco-10-unidades,blooming-tea-frasco-10-unidades.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,9000,,0.1,,,Enabled,"Catalog, Search",Taxable Goods,,"Dentro de cada bolita de te verde se encuentra encerrada con artesanal maestri­a, una exotica flor. Su secreto sera revelado una vez que la bolita sea depositada en un recipiente con agua hirviendo. ista empezara a abrirse muy despacio y, al final de la puesta en escena, surgira la flor que esconde dentro con gran colorido y forma

<strong>Presentacion: Frasco con 10 flores.</strong>

<strong>Rinde: 800 ml c/flor</strong>

<a href=""http://tiendadete.kongo.cl/wp-content/uploads/2013/12/blooming.gif""><img class=""aligncenter size-full wp-image-2315"" title=""Blooming"" src=""http://tiendadete.kongo.cl/wp-content/uploads/2013/12/blooming.gif"" alt="""" width=""500"" height=""375"" /></a>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Blooming Tea: Frasco 10 Unidades,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1416,0,Blooming Tea: Frasco 15 Unidades,,,,,,blooming-tea-frasco-15-unidades,blooming-tea-frasco-15-unidades.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,12000,,0.15,,,Enabled,"Catalog, Search",Taxable Goods,,"Dentro de cada bolita de te verde se encuentra encerrada con artesanal maestri­a, una exotica flor. Su secreto sera revelado una vez que la bolita sea depositada en un recipiente con agua hirviendo. ista empezara a abrirse muy despacio y, al final de la puesta en escena, surgira la flor que esconde dentro con gran colorido y forma

<strong>Presentacion: Frasco con 15 flores.</strong>

<strong>Rinde: 800 ml c/flor</strong>

<a href=""http://tiendadete.kongo.cl/wp-content/uploads/2013/12/blooming.gif""><img class=""aligncenter size-full wp-image-2315"" title=""Blooming"" src=""http://tiendadete.kongo.cl/wp-content/uploads/2013/12/blooming.gif"" alt="""" width=""500"" height=""375"" /></a>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Blooming Tea: Frasco 15 Unidades,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1486,0,Te Verde con Botones de Jazmin: Bolsa 100 grs.,,,,,,te-verde-con-botones-de-jazmin-bolsa-100-grs,te-verde-con-botones-de-jazmin-bolsa-100-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,8400,,"0,1",,,Enabled,"Catalog, Search",Taxable Goods,,"Delicadamente perfumado por los tiernos botones de jazmi­n, esta mezcla ofrece todos los beneficios del te verde con una suave nota floral. Disfruta de esta exquisita mezcla, 100% natural, dulce y perfumada.

<strong>Presentacion: Bolsa 100 grs.</strong>

<strong>Rinde: 40 - 50 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Botones de Jazmin: Bolsa 100 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1488,0,Te Verde con Botones de Jazmin: Frasco 50 grs.,,,,,,te-verde-con-botones-de-jazmin-frasco-50-grs,te-verde-con-botones-de-jazmin-frasco-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,5900,,"0,5",,,Enabled,"Catalog, Search",Taxable Goods,,"Delicadamente perfumado por los tiernos botones de jazmi­n, esta mezcla ofrece todos los beneficios del te verde con una suave nota floral. Disfruta de esta exquisita mezcla, 100% natural, dulce y perfumada.

<strong>Presentacion: Frasco 50 grs. Ideal para regalo.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Botones de Jazmin: Frasco 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1540,0,Spicy Muse: Bolsa 100 grs.,,,,,,spicy-muse-bolsa-100-grs,spicy-muse-bolsa-100-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,4600,,"0,1",,,Enabled,"Catalog, Search",Taxable Goods,,"Explosiva y deliciosa mezcla de te verde y especias, que contiene variados ingredientes, como la canela, un clasico acompañante del te a la hora de once. Su sabor frutal y vibrante cautiva los sentidos y traslada hacia tierras lejanas, donde los te picantes y aromaticos son los predilectos, tan antiguos como los cimientos de las civilizaciones orientales.

<strong>Presentacion: <strong>Bolsa 100</strong>�ï�¿�½�Ã��ï�¿�½�Â� grs.</strong>

<strong>Rinde: 40 - 50 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Spicy Muse: Bolsa 100 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1549,0,Spicy Muse: Frasco 50 grs.,,,,,,spicy-muse-frasco-50-grs,spicy-muse-frasco-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,2600,,"0,05",,,Enabled,"Catalog, Search",Taxable Goods,,"Explosiva y deliciosa mezcla de te verde y especias, que contiene variados ingredientes, como la canela, un clasico acompañante del te a la hora de once. Su sabor frutal y vibrante cautiva los sentidos y traslada hacia tierras lejanas, donde los te picantes y aromaticos son los predilectos, tan antiguos como los cimientos de las civilizaciones orientales.

<strong>Presentacion: <strong>Frasco 50</strong>�ï�¿�½�Ã��ï�¿�½�Â� grs. Ideal para regalo.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Spicy Muse: Frasco 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1575,0,Te Verde con Durazno: Bolsa 50 grs.,,,,,,te-verde-con-durazno-bolsa-50-grs,te-verde-con-durazno-bolsa-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,2100,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"La mezcla de te verde y durazno tiene un suave efecto depurador, ideal para limpiar y purificar el organismo y mejorar la piel.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Durazno: Bolsa 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1586,0,Te Verde con Durazno: Bolsa 100 grs.,,,,,,te-verde-con-durazno-bolsa-100-grs,te-verde-con-durazno-bolsa-100-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,3800,,0.1,,,Enabled,"Catalog, Search",Taxable Goods,,"La mezcla de te verde y durazno tiene un suave efecto depurador, ideal para limpiar y purificar el organismo y mejorar la piel.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 100 grs.</strong>

<strong>Rinde: 40 - 50 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Durazno: Bolsa 100 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1590,0,Te Verde con Durazno: Frasco 50 grs.,,,,,,te-verde-con-durazno-frasco-50-grs,te-verde-con-durazno-frasco-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,3500,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"La mezcla de te verde y durazno tiene un suave efecto depurador, ideal para limpiar y purificar el organismo y mejorar la piel.

<strong>Presentacion: <strong>Frasco</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs. Ideal para regalo.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Durazno: Frasco 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1609,0,Te Verde con Menta: Bolsa 50 grs.,,,,,,te-verde-con-menta-bolsa-50-grs,te-verde-con-menta-bolsa-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,2100,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"Seleccion de te verde Gaoshan de primera clase mezclada con menta y limon naturales. Con su fresco sabor resulta un energico aporte de vitalidad.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Menta: Bolsa 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1618,0,Te Verde con Menta: Bolsa 100 grs.,,,,,,te-verde-con-menta-bolsa-100-grs,te-verde-con-menta-bolsa-100-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,3800,,0.1,,,Enabled,"Catalog, Search",Taxable Goods,,"Seleccion de te verde Gaoshan de primera clase mezclada con menta y limon naturales. Con su fresco sabor resulta un energico aporte de vitalidad.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 100 grs.</strong>

<strong>Rinde: 40 - 50 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Menta: Bolsa 100 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1623,0,Te Verde con Menta: Frasco 50 grs.,,,,,,te-verde-con-menta-frasco-50-grs,te-verde-con-menta-frasco-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,3500,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"Seleccion de te verde Gaoshan de primera clase mezclada con menta y limon naturales. Con su fresco sabor resulta un energico aporte de vitalidad.

<strong>Presentacion: <strong>Frasco</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs. Ideal para regalo.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Menta: Frasco 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1642,0,Te Verde con Guayaba: Bolsa 50 grs.,,,,,,te-verde-con-guayaba-bolsa-50-grs,te-verde-con-guayaba-bolsa-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,2800,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"El Te Verde con Guayaba ayuda a controlar el sobrepeso, regula la presion arterial, disminuye el colesterol y disminuye los niveles de azucar en la sangre.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Guayaba: Bolsa 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1657,0,Te Verde con Guayaba: Bolsa 100 grs.,,,,,,te-verde-con-guayaba-bolsa-100-grs,te-verde-con-guayaba-bolsa-100-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,4500,,0.1,,,Enabled,"Catalog, Search",Taxable Goods,,"El Te Verde con Guayaba ayuda a controlar el sobrepeso, regula la presion arterial, disminuye el colesterol y disminuye los niveles de azucar en la sangre.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 100 grs.</strong>

<strong>Rinde: 40 - 50 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Guayaba: Bolsa 100 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1661,0,Te Verde con Guayaba: Frasco 50 grs.,,,,,,te-verde-con-guayaba-frasco-50-grs,te-verde-con-guayaba-frasco-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,4200,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"El Te Verde con Guayaba ayuda a controlar el sobrepeso, regula la presion arterial, disminuye el colesterol y disminuye los niveles de azucar en la sangre.

<strong>Presentacion: Frasco 50 grs. Ideal para regalo.</strong>

<strong>Rinde:�ï�¿�½�Ã��ï�¿�½�Â� <strong>Rinde: 20 - 25 porciones</strong></strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Guayaba: Frasco 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1674,0,Te Verde con Jazmin: Bolsa 50 grs.,,,,,,te-verde-con-jazmin-bolsa-50-grs,te-verde-con-jazmin-bolsa-50-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,2100,,0.05,,,Enabled,"Catalog, Search",Taxable Goods,,"El Te de Jazmi­n es recomendable para mujeres y niños. Calma la ansiedad, relaja el cuerpo, anima la mente y ayuda a las vi­as respiratorias.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 50 grs.</strong>

<strong>Rinde: 20 - 25 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Jazmin: Bolsa 50 grs.,1,simple,,,
tienda_de_te,base,Tea,simple,3,,1686,0,Te Verde con Jazmin: Bolsa 100 grs.,,,,,,te-verde-con-jazmin-bolsa-100-grs,te-verde-con-jazmin-bolsa-100-grs.html,,No layout updates,Product Info Column,,,,,Use config,Use config,No,3800,,0.1,,,Enabled,"Catalog, Search",Taxable Goods,,"El Te de Jazmi­n es recomendable para mujeres y niños. Calma la ansiedad, relaja el cuerpo, anima la mente y ayuda a las vi­as respiratorias.

<strong>Presentacion: <strong>Bolsa</strong>�ï�¿�½�Ã��ï�¿�½�Â� 100 grs.</strong>

<strong>Rinde: 40 - 50 porciones</strong>",,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,0,1,1,1,0,1,0,0,1,1,Te Verde con Jazmin: Bolsa 100 grs.,1,simple,,,
